"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jahvon Blair","G","6-3","189","FR","Brampton, ON"
"1","Jamorko Pickett","F","6-7","190","FR","Washington, DC"
"2","Jonathan Mulmore","G","6-4","185","SR","New Orleans, LA"
"4","Jagan Mosely","G","6-3","205","SO","Marlboro, NJ"
"5","Antwan Walker","F","6-9","230","FR","Washington, DC"
"10","Ra'Mond Hines","G","6-4","175","SR","Washington, DC"
"11","Greg Malinowski","G","6-5","215","JR","Chantilly, VA"
"12","Chris Sodom","C","7-3","220","FR","Kaduna, Nigeria"
"13","Trey Dickerson","G","6-0","185","SR","Queens, NY"
"15","Jessie Govan","C","6-10","270","JR","Queens Village, NY"
"20","George Muresan","F","6-9","210","SO","Potomac, MD"
"24","Marcus Derrickson","F","6-7","250","JR","Bowie, MD"
"32","Kaleb Johnson","G","6-6","205","JR","South Hill, VA"
"33","Trey Mourning","F","6-9","230","SR","Miami, FL"
