"Number","Name","Position","Height","Weight","Class","Hometown"
"10","Kobe Webster","G","6-0","160","FR","Indianapolis, IN"
"11","Delo Bruster","G","5-11","175","JR","Overland Park, KS"
"12","Otis Dortch","G","5-10","160","JR","North Riverside, IL"
"14","Lynrick Moxey","G","6-2","205","SR","Exuma, Bahamas"
"15","Dalan Ancrum","G","6-6","190","SR","Austin, TX"
"22","Jalen Morgan","F","6-8","205","JR","Indianapolis, IN"
"24","James Claar","F","6-8","205","JR","Bolingbrook, IL"
"25","Ryan Maas","G","6-1","170","JR","Pekin, IL"
"32","Jeremiah Usiosefe","G","6-5","200","SO","Hamilton, ON"
"34","Chris Snyder","C","6-10","240","SR","Cameron Park, CA"
"35","Isaac Johnson","G","6-5","190","FR","Minneapolis, MN"
"40","C.J. Duff","G","6-1","190","SO","Waukegan, IL"
"44","Jordan Hughes","C","6-10","235","JR","Schaumburg, IL"
"50","Charles Gavin","F","6-7","235","JR","Denver, CO"
"52","Brandon Gilbeck","C","6-11","235","JR","Spring Green, WI"
