"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Matthew Butler","G","6-2","185","SR","Memphis, TN"
"2","DelFincko Bogan","G","5-10","190","JR","Charleston, MO"
"4","Parrish Hewitt","G","6-3","175","FR","Memphis, TN"
"5","Terrence Parker","C","6-9","230","JR","Wilson, NC"
"10","Kevin Little","G","6-0","170","SR","Wyandanch, NY"
"11","Darius Thompson","G","6-3","185","JR","Memphis, TN"
"12","Fatodd Lewis","F","6-8","225","JR","Memphis, TN"
"13","Mike Fofana","F","6-8","210","SO","Memphis, TN"
"15","Dominique Williams","F","6-6","205","SR","Washington, DC"
"22","Kahari Beaufort","G","6-4","185","SR","Hartford, CT"
"24","Jerome Davis","F","6-7","215","JR","Waukegan, IL"
"25","Dalen Victor","C","6-10","210","JR","Orlando, FL"
"30","Jailen Gill","F","6-8","235","JR","Raytown, MO"
"55","Lorenzen Wright Jr.","G","6-4","185","SR","Memphis, TN"
