"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Lamarr Kimble","G","6-0","185","JR","Philadelphia, PA"
"1","Shavar Newkirk","G","6-0","185","SR","New York, NY"
"2","Charlie Brown Jr","F","6-7","192","SO","Philadelphia, PA"
"3","Michael Booth","G","6-3","205","SR","Thornton, PA"
"5","Nick Robinson","G","6-6","195","SO","Chicago, IL"
"10","Gerald Blount","F","6-6","225","SO","Atlanta, GA"
"11","Toliver Freeman","G","6-3","212","SO","Baton Rouge, LA"
"12","Anthony Longpr̩","F","6-10","240","FR","Montreal, PQ"
"13","Christian Vega","G","6-0","188","SR","Guaynabo, Puerto Rico"
"15","Chris Clover","G","6-3","210","JR","Philadelphia, PA"
"20","Mike Muggeo","G","6-3","210","JR","River Vale, NJ"
"21","Kyle Thompson","G","6-2","200","SR","Mount Laurel, NJ"
"22","Lorenzo Edwards","F","6-7","220","SO","Lake Forest, IL"
"23","Markell Lodge","F","6-7","215","JR","Washington, NC"
"24","Pierfrancesco Oliva","F","6-8","210","SO","Taranto, Italy"
"25","James Demery","F","6-6","200","SR","Williamston, NC"
"32","Jai Williams","F","6-9","235","SR","Philadelphia, PA"
"33","Taylor Funk","F","6-9","225","FR","Lancaster, PA"
