"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Abdul-Malik Abu","F","6-8","240","SR","Boston, MA"
"1","Lennard Freeman","F","6-8","265","SR","Washington, DC"
"2","Torin Dorn","G","6-5","210","JR","Charlotte, NC"
"3","Lavar Batts Jr.","G","6-2","170","FR","Concord, NC"
"5","Darius Hicks","F","6-7","230","SO","Quitman, MS"
"10","Braxton Beverly","G","6-0","180","FR","Hazard, KY"
"11","Markell Johnson","G","6-1","165","SO","Cleveland, OH"
"12","Allerik Freeman","G","6-3","200","SR","Charlotte, NC"
"13","C.J. Bryce","G","6-5","195","JR","Charlotte, NC"
"14","Omer Yurtseven","C","7-0","245","SO","Istanbul, Turkey"
"15","Sam Hunt","G","6-2","185","SR","Greensboro, NC"
"22","Shaun Kirk","G","6-8","195","JR","Whiteville, NC"
"24","Devon Daniels","G","6-5","200","SO","Battle Creek, MI"
"31","Spencer Newman","G","6-3","185","FR","Daphne, AL"
"42","Tucker Thompson","F","6-10","250","SR","Huntersville, NC"
