"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jacobi Boykins","G","6-6","175","SR","Saint Petersburg, FL"
"1","Derric Jean","G","6-2","190","JR","Miami, FL"
"2","Jalen Harris","G","6-4","195","SO","Duncanville, TX"
"3","Amorie Archibald","G","6-3","176","FR","Deltona, FL"
"4","DaQuan Bracey","G","5-11","174","SO","Baltimore, MD"
"5","Joniah White","C","7-1","215","JR","Duck Hill, MS"
"10","Anthony Duruji","F","6-7","198","FR","Germantown, MD"
"11","JaColby Pemberton","G","6-5","180","FR","Dallas, TX"
"15","Jeremiah Taylor","G","6-4","200","SO","Lewisville, TX"
"21","Exavian Christon","G","6-4","197","FR","Hot Springs, AR"
"22","Jy'lan Washington","F","6-9","195","JR","Smyrna, TN"
"24","Harrison Curry","F","6-7","230","JR","Ann Arbor, MI"
"25","Kyle McKinley","C","6-10","230","SO","Stillwater, MN"
"35","Oliver Powell","F","6-8","230","SO","Rowlett, TX"
