"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Payton Hulsey","G","6-5","215","SR","Memphis, TN"
"1","Je'Quan Perry","G","6-4","220","JR","Charleston, SC"
"2","Justin Massey","G","6-4","200","SR","Cooper City, FL"
"3","Anthony Adger","G","6-1","170","JR","Anderson, SC"
"4","Byron Abrams","G","6-3","185","FR","Decatur, GA"
"5","William Pfister","F","6-10","230","SR","Lyon, France"
"11","Tre' Maloney","F","6-7","208","SO","Fort Lauderdale, FL"
"12","Devorious Brown","G","6-2","195","SO","Rutledge, GA"
"14","Gerdarius Troutman","G","6-3","175","SR","Butler, GA"
"15","Jailyn Ingram","F","6-7","215","SO","Madison, GA"
"21","Simeon Lepichev","C","6-9","226","JR","Sofia, Bulgaria"
"30","Kevin Rostamian","C","6-8","270","SO","Weston, FL"
"32","Amir Smith","F","6-6","210","JR","Houston, TX"
"33","Ronald Delph","C","7-0","245","SR","Winter Haven, FL"
"35","Chisom Obidike","C","6-10","214","FR","Enugu, Nigeria"
