"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Chris Harris","C","6-10","240","SO","Houston, TX"
"2","Mike Adewunmi","G","6-4","210","FR","Mansfield, TX"
"3","Armoni Brooks","G","6-3","185","SO","Round Rock, TX"
"5","Corey Davis Jr.","G","6-1","190","JR","Lafayette, LA"
"12","Wes VanBeck","G","6-3","195","SR","Houston, TX"
"13","Nura Zanna","F","6-6","240","SR","Kaduna, Nigeria"
"15","Devin Davis","F","6-6","225","SR","Indianapolis, IN"
"20","Gabe Grant","F","6-4","220","JR","Chicago, IL"
"23","Cedrick Alley Jr","F","6-5","235","FR","Houston, TX"
"24","Breaon Brady","F","6-8","250","JR","Akron, OH"
"25","Galen Robinson Jr.","G","6-1","190","JR","Houston, TX"
"30","Caleb Broodo","C","6-7","210","FR","Midland, MI"
"31","Valentine Sangoyomi","C","6-8","240","JR","Lagos, Nigeria"
"32","Rob Gray Jr.","G","6-1","185","SR","Forest City, NC"
"35","Fabian White Jr.","F","6-7","210","FR","Atascocita, TX"
