"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Demonte Ojinnaka","G","6-5","215","SR","Silver Spring, MD"
"2","Jordan Barnes","G","5-11","160","SO","St. Louis, MO"
"3","Trey Knight III","G","6-4","185","SO","Cedar Park, TX"
"4","Brenton Scott","G","6-1","195","SR","Fort Wayne, IN"
"5","Bronson Kessinger","F","6-8","230","SO","Corydon, IN"
"10","Ethan Claycomb","F","6-7","195","FR","Vincennes, IN"
"11","Tyreke Key","G","6-2","180","FR","Celina, TN"
"13","Clayton Hughes","G","6-6","180","FR","Jackson, TN"
"20","Daniel Huenermann","F","6-11","210","FR","St. Gallen, Switzerland"
"24","Matt Deady","G","6-5","175","FR","Terre Haute, IN"
"25","Qiydar Davis","G","6-5","215","SR","Atlanta, GA"
"34","Brandon Murphy","C","6-7","275","SR","Montgomery, AL"
"35","Devin Thomas","F","6-8","205","JR","Richmond, IL"
"41","Emondre Rickman","C","6-9","250","JR","Collinsville, IL"
