"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Brandon Austin","G","6-5","200","JR","Montgomery, AL"
"00","Christen Cunningham","G","6-2","190","SR","Georgetown, KY"
"1","Kevion Nolan","G","6-2","170","FR","Anniston, AL"
"2","Justin Coleman","G","5-10","170","JR","Birmingham, AL"
"3","Josh Sharkey","G","5-10","170","SO","Philadelphia, PA"
"4","Triston Chambers","G","6-2","185","SO","Birmingham, AL"
"13","Eric Adams","F","6-7","215","SR","Hoover, AL"
"14","Tanner Tapp","G","6-2","190","JR","Brentwood, TN"
"15","Stefan Lakic","F","6-7","220","JR","Visegrad, Bosnia & Herzegovina"
"20","Alex Thompson","F","6-8","210","SR","Dothan, AL"
"22","Demetrius Denzel-Dyson","G","6-5","205","SR","Covington, TN"
"24","Gerald Smith","G","6-4","185","JR","Carbon Hill, AL"
"30","Luke Touliatos","F","6-4","180","FR","Homewood, AL"
"32","Ruben Guerrero","C","7-0","240","SR","Marbella, Spain"
"33","Wyatt Walker","C","6-9","240","JR","Jacksonville, FL"
"43","JT Mumber","F","6-7","205","FR","Rome, GA"
"55","Alex Peters","F","6-8","225","SR","Mountain Brook, AL"
