"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Albert Almanza","G","6-6","195","JR","Austin, TX"
"1","Abrian Edwards","F","6-5","210","JR","Pflugerville, TX"
"2","Cameron Delaney","G","6-4","205","JR","Harker Heights, TX"
"3","Devin Jackson","G","6-2","175","JR","Houston, TX"
"4","Dajuan Jones","G","5-10","165","FR","Killeen, TX"
"5","Josh Boutte","F","6-6","225","JR","New Iberia, LA"
"10","Dillon Todd","G","6-4","180","FR","Huffman, TX"
"11","John Dewey III","G","6-0","170","JR","Bronx, NY"
"13","Bubba Furlong","F","6-9","240","FR","Waco, TX"
"15","Josh Delaney","G","6-0","173","JR","Harker Heights, TX"
"20","Jamal Williams","G","6-5","200","SR","Houston, TX"
"22","Marcus Harris","G","6-0","180","JR","SAN ANTONIO, TX"
"23","Christopher Galbreath Jr.","F","6-7","210","SR","Chicago, IL"
"24","Manny Gatkek","F","6-8","160","FR","Amarillo, TX"
"32","Freddy Bitondo","F","6-7","215","JR","Montreal, PQ"
"33","Justin Van Pelt","C","6-11","220","FR","Cypress, TX"
"35","Chidozie Ndu","F","6-11","225","FR","Lagos, Nigeria"
