"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Goanar Mar","F","6-7","195","FR","Mankato, MN"
"1","Justin Kier","G","6-4","183","SO","Grottoes, VA"
"2","Zach Garrett","G","6-4","202","FR","Leesburg, VA"
"4","Otis Livingston II","G","5-11","170","JR","Linden, NJ"
"5","Jaire Grayer","G","6-5","200","JR","Flint, MI"
"12","AJ Wilson","F","6-7","200","FR","Laurel, MD"
"14","Daniel Relvao","F","6-9","255","SO","Coimbra, Portugal"
"21","Jack Tempchin","G","5-9","155","FR","Silver Spring, MD"
"23","Javon Greene","G","6-1","174","FR","Mcdonough, GA"
"24","Nick DiClementi","G","6-6","198","SR","Leesburg, VA"
"31","Jarred Reuter","F","6-7","260","SO","Marion, MA"
"32","Ian Boyd","G","6-4","215","SO","Cary, NC"
"33","Greg Calixte","F","6-8","230","FR","Mount Vernon, NY"
