"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Malik Ellison","G","5-8","160","FR","Flint, MI"
"1","Tim Bond","G","6-7","160","SR","Baltimore, MD"
"2","James Thompson IV","F","6-10","240","JR","Baton Rouge, LA"
"3","Paul Jackson","G","6-2","175","JR","Stone Mountain, GA"
"4","Terry Harris","G","6-6","215","JR","Dix Hills, NY"
"5","Elijah Minnie","F","6-9","200","JR","Pittsburgh, PA"
"12","Jalen Brown","G","5-9","160","SO","Harper Woods, MI"
"15","Jordan Nobles","F","6-9","195","JR","Canton, MI"
"20","Bud Jones","F","6-8","250","FR","Anderson, SC"
"21","Kevin McAdoo","G","6-2","162","FR","West Bloomfield, MI"
"22","Tariq Silver","G","6-5","185","FR","Clarksville, TN"
"23","Jorden Peterson","G","6-4","175","FR","Detroit, MI"
"30","Jalen King","F","6-9","204","FR","Pasco, WA"
"31","Ty Groce","F","6-7","195","SO","Ypsilanti, MI"
"32","Isaiah Green","F","6-7","200","JR","Southfield, MI"
