"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Francis Kiapway","G","6-3","190","SR","Hamilton, ON"
"1","Jontrell Walker","G","6-1","182","JR","Aurora, IL"
"2","Tayler Persons","G","6-3","220","JR","Kokomo, IN"
"3","Josh Thompson","G","6-0","200","SO","Indianapolis, IN"
"5","Ishmael El-Amin","G","6-1","172","FR","Minnetonka, MN"
"11","Tyler Leedy","G","6-0","146","FR","Zionsville, IN"
"12","Brachen Hazen","F","6-8","215","SO","Columbia City, IN"
"14","Kyle Mallers","F","6-7","220","SO","Fort Wayne, IN"
"15","Zach Gunn","F","6-6","220","FR","Fishers, IN"
"20","K.J. Walton","G","6-3","202","JR","Indianapolis, IN"
"22","Jeremie Tyler","G","6-2","170","SR","Indianapolis, IN"
"24","Trey Moses","C","6-9","245","JR","Louisville, KY"
"25","Tahjai Teague","F","6-8","222","SO","Indianapolis, IN"
"34","Sean Sellers","G","6-6","216","SR","Greensburg, IN"
"44","Blake Huggins","C","6-10","241","FR","Troy, TN"
