"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Devontae Shuler","G","6-2","192","FR","Irmo, SC"
"1","Deandre Burnett","G","6-2","192","SR","Miami Gardens, FL"
"2","Marcanvis Hymon","F","6-7","220","SR","Memphis, TN"
"3","Terence Davis","G","6-4","201","JR","Southaven, MS"
"4","Breein Tyree","G","6-2","192","SO","Somerset, NJ"
"5","Markel Crawford","G","6-4","210","SR","Memphis, TN"
"10","Antonio Morgano","G","5-10","165","FR","Morgantown, WV"
"11","Eric Horn","F","6-7","185","SO","Los Gatos, CA"
"12","Bruce Stevens","F","6-8","252","JR","Louin, MS"
"13","Dominik Olejniczak","C","7-0","255","SO","Torun, Poland"
"20","D.C. Davis","G","5-11","175","JR","Purvis, MS"
"22","Karlis Silins","F","6-11","245","SO","Riga, Latvia"
"24","Lane Below","G","6-1","185","SR","Advance, MO"
"34","Illya Tyrtyshnik","G","6-3","185","FR","Kiev, Ukraine"
"50","Justas Furmanavicius","F","6-7","210","SR","Kaunas, Lithuania"
