"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Chas Brown","F","6-8","235","SR","Baltimore, MD"
"1","Mike Lewis II","G","6-1","185","SO","St. Louis, MO"
"2","Eric James","F","6-6","215","SR","Westerville, OH"
"3","Tarin Smith","G","6-2","185","JR","Ocean Township, NJ"
"4","Rene Castro","G","6-2","195","SR","Boston, MA"
"22","Marko Krivacevic","F","6-9","215","JR","Sopron, Hungary"
"25","Tydus Verhoeven","F","6-8","215","FR","Manteca, CA"
"31","Caleb Davis","G","6-0","175","SO","New Kensington, PA"
"32","Zach Snyder","F","6-5","210","JR","Cranberry Township, PA"
"34","Nicholas Kratholm","F","6-8","220","FR","Louisville, KY"
"35","Kellon Taylor","F","6-5","220","SO","Landover, MD"
"50","Eric Williams Jr.","G","6-5","190","FR","New Haven, MI"
"55","Jordan Robinson","C","6-8","255","SR","Toronto, ON"
"--","Tavian Dunn-Martin","G","5-8","155","SO","Huntington, WV"
"--","Frankie Hughes","G","6-4","195","SO","Cleveland, OH"
"--","Michael Hughes","C","6-8","255","SO","Liberty, MO"
"--","Craig Randall II","G","6-4","185","JR","Youngstown, OH"
"--","Marcus Weathers","F","6-5","205","SO","Overland Park, KS"
