"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Quade Green","G","6-0","180","FR","Philadelphia, PA"
"1","Sacha Killeya-Jones","F","6-10","221","SO","Chapel Hill, NC"
"2","Jarred Vanderbilt","F","6-9","214","FR","Houston, TX"
"3","Hamidou Diallo","G","6-5","198","FR","Queens, NY"
"4","Nick Richards","F","6-11","240","FR","Kingston, Jamaica"
"5","Kevin Knox","F","6-9","215","FR","Tampa, FL"
"10","Jonny David","G","6-2","183","JR","Pittsburgh, PA"
"12","Brad Calipari","G","6-0","176","SO","Franklin Lakes, NJ"
"13","Jemarl Baker","G","6-4","182","FR","Menifee, CA"
"14","Tai Wynyard","F","6-10","250","SO","Auckland, New Zealand"
"22","Shai Gilgeous-Alexander","G","6-6","180","FR","Hamilton, ON"
"25","PJ Washington","F","6-7","236","FR","Dallas, TX"
"30","Dillon Pulliam","G","6-3","195","JR","Cynthiana, KY"
"32","Wenyen Gabriel","F","6-9","205","SO","Manchester, NH"
