"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Saben Lee","G","6-2","174","FR","Phoenix, AZ"
"1","Payton Willis","G","6-4","182","SO","FAYETTEVILLE, AR"
"2","Joe Toye","G","6-7","206","JR","Chicago, IL"
"3","Larry Austin Jr.","G","6-2","182","JR","Springfield, IL"
"4","Yanni Wetzell","F","6-10","235","SO","Auckland, New Zealand"
"5","Matthew Fisher-Davis","G","6-5","186","SR","Charlotte, NC"
"10","Maxwell Evans","G","6-2","186","FR","Houston, TX"
"11","Jeff Roberson","F","6-6","220","SR","Houston, TX"
"12","Djery Baptiste","C","6-10","235","SO","Gonaives, Haiti"
"13","Riley LaChance","G","6-2","185","SR","Brookfield, WI"
"14","Isaiah Rice","G","5-11","189","FR","Indianapolis, IN"
"15","Clevon Brown","F","6-8","233","SO","SAN ANTONIO, TX"
"32","Matt Ryan","F","6-8","209","SO","Cortlandt Manor, NY"
"50","Ejike Obinna","F","6-10","234","FR","Enugu, Nigeria"
