"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jamar Ergas","G","6-3","182","FR","Toronto, ON"
"2","TJ Mickelson","G","6-1","160","FR","Olympia, WA"
"3","Robert Franks","F","6-7","240","JR","Vancouver, WA"
"4","Viont'e Daniels","G","6-2","175","JR","Federal Way, WA"
"5","Milan Acquaah","G","6-3","185","FR","Bakersfield, CA"
"10","KJ Langston","G","6-4","185","JR","Chicago, IL"
"12","Steven Shpreyregin","G","6-1","180","SR","Seattle, WA"
"13","Jeff Pollard","F","6-9","240","SO","Bountiful, UT"
"22","Malachi Flynn","G","6-1","170","SO","Tacoma, WA"
"25","Arinze Chidom","F","6-9","200","FR","Oakland, CA"
"32","Davante Cooper","F","6-11","233","JR","Atlanta, GA"
"35","Carter Skaggs","G","6-5","--","SO","Logansport, IN"
"40","Kwinton Hinson","G","6-4","215","JR","Fairmont, NC"
"43","Drick Bernstine","F","6-8","220","SR","Aurora, CO"
