"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Dusan Kovacevic","F","6-10","245","SO","Novi Sad, Serbia"
"1","Nathan Ekwu","F","6-7","245","SR","Enugu, Nigeria"
"2","Jordan Watkins","G","6-1","165","SR","Charlotte, NC"
"3","Jon Axel Gudmundsson","G","6-4","190","SO","Grindavik, Iceland"
"4","Cal Freundlich","G","6-2","155","SO","New York, NY"
"5","Malcolm Wynter","G","5-10","155","SO","Greenlawn, NY"
"14","Michael Brown","G","5-10","165","SO","Gainesville, FL"
"15","Oskar Michelsen","F","6-9","220","SR","Helsinki, Finland"
"20","KiShawn Pritchett","G","6-6","225","SO","Mooresville, NC"
"22","Will Magarity","F","6-11","250","SR","Stockholm, Sweden"
"23","Peyton Aldridge","F","6-8","225","SR","Leavittsburg, OH"
"24","Carter Collins","G","6-3","180","FR","Chapel Hill, NC"
"25","Bates Jones","F","6-8","200","FR","Charlotte, NC"
"31","Kellan Grady","G","6-5","195","FR","Boston, MA"
"32","Rusty Reigel","G","6-2","210","SR","Charlotte, NC"
"34","Luke Frampton","G","6-5","200","FR","Poca, WV"
