"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Cedric Russell","G","6-2","175","FR","Alexandria, LA"
"1","Malik Marquetti","G","6-6","200","JR","Compton, CA"
"3","Justin Miller","F","6-7","250","SO","Owensboro, KY"
"4","Frank Bartley IV","G","6-3","215","SR","Baton Rouge, LA"
"5","Kadavion Evans","G","5-11","160","SO","Shreveport, LA"
"11","Jerekius Davis","F","6-6","228","SO","Jackson, MS"
"13","Jacob Broussard","G","5-10","170","SR","Lafayette, LA"
"15","P.J. Hardy","G","6-1","170","SO","Lake Charles, LA"
"23","JaKeenan Gant","F","6-8","210","JR","Springfield, GA"
"30","Johnathan Stove","G","6-4","220","SR","Baton Rouge, LA"
"31","Mason Aucoin","G","6-4","185","SO","Luling, LA"
"32","Bryce Washington","F","6-6","255","SR","New Orleans, LA"
"33","Larenz Stalcup","C","6-11","240","SR","Colorado Springs, CO"
"35","Marcus Stroman","G","6-0","195","JR","Columbia, SC"
"44","Elijah McCoy","F","6-9","250","FR","FRESNO, CA"
