"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Richard Brown","G","6-6","214","SR","Charlotte, NC"
"2","Cayne Edwards","G","6-4","220","JR","Schertz, TX"
"3","Scott Mammel","G","5-11","178","SR","SAN ANTONIO, TX"
"4","Daniel Andrews","F","6-7","205","JR","Honolulu, HI"
"10","Kennedy Edwards","F","6-6","215","SR","Northridge, CA"
"11","Thomas Funk","G","6-0","181","SO","Warrington, PA"
"14","Matthew Wilson","F","6-9","235","SO","Alexandria, KY"
"15","Jacob Kessler","G","6-4","190","JR","Richmond, VA"
"20","Mac Hoffman","F","6-8","213","SR","Pleasanton, CA"
"21","Will Culliton","G","6-2","177","SO","Wayzata, MN"
"23","Gunther Klimes","G","6-6","200","SO","Medina, WA"
"24","Jason Houle","G","6-5","207","JR","Plymouth, MI"
"25","Luke Morrison","F","6-6","218","SR","Charlotte, NC"
"30","Jordan Fox","G","6-1","184","JR","Jackson, KY"
"34","John Miller","C","6-9","225","JR","New Albany, OH"
"43","Keeston Smith","F","6-5","168","SO","Oregon City, OR"
"44","Mark Pollack","F","6-6","218","SR","Charlotte, NC"
"45","Adam Roe","F","6-5","210","JR","Weston, MO"
"51","Parker Fennema","F","6-6","215","JR","Raleigh, NC"
"52","John Emezie","G","6-6","215","JR","Waxhaw, NC"
"53","Lance Lawson","G","6-2","169","SO","Charlotte, NC"
