"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Shawn Jones","G","6-0","180","JR","Bridge City, LA"
"1","Rinardo Perry","G","6-4","190","SO","Washington, DC"
"3","Stefan Borovac","G","6-8","210","SO","Stoney Creek, ON"
"5","Ryan Jones","G","6-3","185","JR","Rio Rancho, NM"
"10","Jahad Thomas","G","6-2","210","SR","Williamsport, PA"
"11","Obadiah Noel","G","6-4","185","FR","Frederick, MD"
"12","Josh Gantz","G","6-7","225","JR","Grove City, OH"
"22","Matt Harris","G","6-1","195","SR","Erie, PA"
"23","Christian Lutete","G","6-5","195","JR","Silver Spring, MD"
"24","Joey Naccarato","G","6-4","215","FR","Coeur d'Alene, ID"
"25","Dontavious Smith","F","6-8","200","JR","Cullen, LA"
"35","Connor Bennett","F","6-10","235","SO","Wilmington, MA"
"44","Cameron Wolter","F","6-8","225","SO","Fishers, IN"
