"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Adam Traore","F","6-5","215","JR","New York, NY"
"1","Chad Andrews-Fulton","F","6-7","215","JR","Philadelphia, PA"
"2","Taqwain Drummond","G","6-4","180","FR","Newport News, VA"
"3","Dejuan Clayton","G","6-2","175","SO","Bowie, MD"
"4","Tre' Thomas","G","6-3","180","SR","Largo, MD"
"5","Cedric Council Jr.","F","6-8","210","JR","Kennesaw, GA"
"10","Karonn Davis","G","6-2","205","SR","Philadelphia, PA"
"11","Joel Boyce","G","6-3","200","FR","Jamaica, NY"
"15","Blake Simpson","F","6-7","230","SR","Cincinnati, OH"
"20","Jordan Hardwick","F","6-7","197","FR","Wethersfield, CT"
"21","Lucian Brownlee","G","6-2","165","JR","Lawnside, NJ"
"22","Lamar Morgan","G","6-6","185","JR","Willingboro, NJ"
"24","Keandre Fair","G","6-1","190","FR","Hartford, CT"
"--","Terry Harris","NA","--","--","--","--"
"--","Josh Treadwell","NA","--","--","--","--"
