"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Austin Vereen","G","6-4","190","JR","Washington, DC"
"1","Keith Smith","G","6-0","170","SO","Danville, CA"
"2","Garrett Gilkeson","G","6-4","200","SO","Parkersburg, WV"
"3","Tragen Fahl","F","6-8","180","FR","Virginia Beach, VA"
"5","Fred Iruafemi","F","6-6","205","SR","Raleigh, NC"
"5","Greg Parham","G","6-4","160","FR","Richmond, VA"
"10","Kuony Deng","F","6-6","190","FR","Aldie, VA"
"10","Kuony Deng","F","6-6","190","FR","Aldie, VA"
"11","Jordan Ratliffe","G","6-0","188","FR","Marston, NC"
"12","Ta'Vonne Bond","G","6-0","163","FR","Columbia, SC"
"15","Myles Lewis","F","6-5","--","FR","Ashburn, VA"
"21","Armani Branch","F","6-6","205","SR","Hampton, VA"
"23","Bubba Parham","G","5-11","155","FR","Snellville, GA"
"24","Will Miller","F","6-8","210","SO","South Boston, VA"
"25","Tyler Creammer","F","6-10","245","SO","Parkton, NC"
"31","Sarju Patel","G","6-3","170","FR","Daleville, VA"
