"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Abdul Fofana","F","6-7","207","SO","Koudougou, Burkina Faso"
"1","Mustafa Lawrence","G","6-0","186","FR","Newark, NJ"
"1","Robin Thompson","F","6-6","224","SO","St. Louis, MO"
"2","Reggie Scurry","F","6-5","213","JR","Atlanta, GA"
"3","James Byrd","G","6-1","185","JR","Kansas City, MO"
"5","Obediah Church","F","6-7","225","JR","Springfield, IL"
"11","Jarred Dixon","G","6-4","171","JR","Kansas City, MO"
"13","Greg Williams","G","6-6","180","FR","Houston, TX"
"14","Ronnie Rousseau III","G","5-10","163","SR","Cincinnati, OH"
"15","Jarrid Rhodes","F","6-6","185","SR","Palmetto, FL"
"20","Ryan Kreklow","G","6-4","186","JR","Columbia, MO"
"21","Ross Owens","G","6-4","191","SO","Woodlawn, IL"
"23","James Miller","G","6-2","190","SR","Clinton, NC"
"24","Alize Johnson","F","6-9","212","SR","Williamsport, PA"
"25","Darian Scott","C","6-11","200","FR","Las Vegas, NV"
"33","Chris Kendrix","F","6-5","185","JR","Willard, MO"
"34","Tanveer Bhullar","C","7-2","278","SR","Toronto, ON"
"35","Jared Ridder","F","6-7","180","FR","Springfield, MO"
