"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Armani Chaney","G","5-10","165","JR","Chicago, IL"
"1","Delano Spencer","G","6-3","200","SR","Atlanta, GA"
"2","Kamar McKnight","G","6-4","205","SO","Toronto, CA"
"3","Donte Fitzpatrick-Dorsey","G","6-4","191","JR","Memphis, TN"
"4","Ken'Darrius Hamilton","F","6-9","245","SR","Montgomery, AL"
"5","David Morris","G","6-1","175","FR","Erie, PA"
"10","Tripp Davis","G","6-3","175","SO","Nashville, TN"
"11","A.C. Reid","G","6-5","215","SR","SAN ANTONIO, TX"
"12","Hampus Ahlin","F","6-6","215","JR","Stockholm, Sweden"
"13","Samson Oyediran","F","6-7","211","JR","London, England"
"14","Darreon Reddick","G","6-4","195","SR","Belleville, IL"
"21","Christian Mekowulu","F","6-9","245","JR","Lagos, Nigeria"
"22","Daniel Cummings","G","6-5","210","FR","Toronto, CA"
"23","DaJion Henderson","F","6-7","275","JR","Los Angeles, CA"
"30","Stokley Chaffee Jr.","F","6-8","215","JR","Oakland, CA"
"34","Jalen Duke","G","6-5","213","SO","Nashville, TN"
