"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Alex Olesinski","F","6-10","220","SO","Roswell, NM"
"2","Cody Riley","F","6-10","265","FR","Kansas City, KS"
"3","Aaron Holiday","G","6-1","185","JR","Chatsworth, CA"
"4","Jaylen Hands","G","6-3","175","FR","San Diego, CA"
"5","Chris Smith","G","6-9","200","FR","Chicago, IL"
"10","Isaac Wulff","G","6-3","180","SO","Laguna Beach, CA"
"13","Kris Wilkes","G","6-8","195","FR","Indianapolis, IN"
"14","Gyorgy Goloman","F","6-11","225","SR","Kormend, Hungary"
"15","LiAngelo Ball","G","6-5","230","FR","Chino Hills, CA"
"21","Alec Wulff","G","6-3","190","SR","Laguna Beach, CA"
"22","Armani Dodson","G","6-5","190","SO","Fontana, CA"
"23","Prince Ali","G","6-3","190","SO","Bronx, NY"
"24","Jalen Hill","F","6-10","230","FR","Corona, CA"
"30","Joseph Wallace","G","6-2","185","FR","Woodland Hills, CA"
"34","Ikenna Okwarabizie","C","6-9","255","SR","Lagos, Nigeria"
"40","Thomas Welsh","C","7-0","255","SR","Redondo Beach, CA"
