"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Paul Thomas","F","6-8","210","JR","Humble, TX"
"2","Omega Harris","G","6-3","175","SR","Bethany, OK"
"3","Evan Gilyard","G","5-10","155","FR","Chicago, IL"
"4","Tirus Smith","F","6-9","250","FR","Richton, MS"
"5","Trey Wade","F","6-6","205","FR","Marietta, GA"
"11","Jake Flaggert","F","6-7","210","SR","Lucas, TX"
"12","Kelvin Jones","C","6-11","240","SO","Chihuahua, Mexico"
"13","Isiah Osborne","G","6-5","180","SO","Windsor, ON"
"15","Kobe Magee","G","6-1","150","FR","SAN ANTONIO, TX"
"21","Trey Touchet","G","6-2","190","JR","Lafayette, LA"
"24","Deshaun Highler","G","6-2","165","FR","Riverside, CA"
"25","Keith Frazier","G","6-5","190","SR","Dallas, TX"
"41","Matt Willms","C","7-1","240","SR","Leamington, ON"
"54","Isaiah Rhyanes","C","6-9","210","JR","El Paso, TX"
