"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Trevon Duval","G","6-3","186","FR","New Castle, DE"
"2","Gary Trent Jr.","G","6-6","209","FR","Columbus, OH"
"3","Grayson Allen","G","6-5","205","SR","Jacksonville, FL"
"5","Jordan Tucker","F","6-7","212","FR","White Plains, NY"
"12","Javin DeLaurier","F","6-10","231","SO","Shipman, VA"
"14","Jordan Goldwire","G","6-2","172","FR","Norcross, GA"
"15","Alex O'Connell","G","6-6","171","FR","Roswell, GA"
"20","Marques Bolden","C","6-11","246","SO","Desoto, TX"
"30","Antonio Vrankovic","C","7-0","269","JR","Delray Beach, FL"
"34","Wendell Carter Jr.","F","6-10","259","FR","Atlanta, GA"
"35","Marvin Bagley III","F","6-11","234","FR","Phoenix, AZ"
"41","Jack White","F","6-7","226","SO","Traralgon, VIC"
"50","Justin Robinson","F","6-9","198","SO","SAN ANTONIO, TX"
"51","Mike Buckmire","G","6-2","172","FR","Blue Bell, PA"
"53","Brennan Besser","G","6-5","190","JR","Chicago, IL"
