"Number","Name","Position","Height","Weight","Class","Hometown"
"0","D.J. MacLeay","F","6-7","235","SR","SAN ANTONIO, TX"
"0","Paul Newman","C","6-9","240","FR","Philadelphia, PA"
"1","Kimbal Mackenzie","G","6-1","190","JR","Oakville, ON"
"2","Stephen Brown","G","5-11","165","SR","Manassas, VA"
"3","Jimmy Sotos","G","6-3","180","FR","Elk Grove Village, IL"
"4","Nate Sestina","F","6-8","234","JR","Emporium, PA"
"5","John Azzinaro","G","5-11","180","SR","SAN ANTONIO, TX"
"5","Jordan Sechan","G","6-0","165","FR","New Canaan, CT"
"11","Avi Toomer","G","6-3","187","SO","Atlanta, GA"
"12","John Meeks","F","6-6","220","FR","Burlington, NC"
"13","Bruce Moore","F","6-8","210","SO","Owings Mills, MD"
"14","Ben Robertson","G","6-5","193","SO","High Point, NC"
"15","Nate Jones","G","6-5","205","JR","Radford, VA"
"20","Nana Foulland","C","6-9","230","SR","Reading, PA"
"22","Matt O'Reilly","G","6-3","200","JR","Moraga, CA"
"23","Zach Thomas","F","6-7","228","SR","Ijamsville, MD"
"44","Ben Oberfeld","C","6-9","247","SR","Eagan, MN"
