"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Rasheem Dunn","G","6-2","180","SO","Brooklyn, NY"
"2","Chauncey Hawkins","G","5-8","155","FR","Spring Valley, NY"
"4","Gunnar Olafsson","G","6-3","195","SR","Reykjavik, Iceland"
"5","Yaradyah Evans","F","6-6","190","FR","Brooklyn, NY"
"10","Glenn Sanabria","G","5-11","180","JR","Staten Island, NY"
"11","Joshua Nurse","F","6-10","210","JR","Laurelton, NY"
"13","Keon Williams","F","6-4","185","JR","Radcliff, KY"
"14","Jalen Jordan","G","6-3","160","FR","Conyers, GA"
"15","Josh Nicholas","G","6-2","175","FR","Melville, NY"
"20","Cori Johnson","C","6-9","270","SO","Brooklyn, NY"
"21","Milija Cosic","F","6-6","210","SO","Belgrade, Serbia"
"23","D.J. Porter","F","6-5","175","SR","Pittsburgh, PA"
"24","Sam Harris","G","5-10","165","SR","Tampa, FL"
"33","Jagos Lasic","F","6-8","200","SR","Belgrade, Serbia"
