"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Derrick Cook","G","6-4","190","FR","Fairburn, GA"
"1","Shawn Occeus","G","6-4","208","SO","Boynton Beach, FL"
"2","Bolden Brace","G","6-8","227","SO","Santa Barbara, CA"
"3","Jason Strong","F","6-8","195","FR","Coconut Creek, FL"
"4","Vasa Pusica","G","6-5","210","JR","Belgrade, Serbia"
"11","Jeremy Miller","F","6-10","225","JR","Milton, MA"
"12","Jordan Roland","G","6-1","171","SO","Syracuse, NY"
"13","Myles Franklin","G","6-4","170","FR","Brea, CA"
"14","Maxime Boursiquot","G","6-5","211","SO","Ottawa, ON"
"20","Devon Begley","G","6-4","198","SR","Pearland, TX"
"22","Donnell Gresham Jr.","G","6-1","203","SO","Maplewood, MN"
"30","Anthony Green","C","6-10","252","JR","Quincy, MA"
"33","Tomas Murphy","F","6-8","220","FR","Wakefield, RI"
