"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Phil Cofer","F","6-8","218","SR","Fayetteville, GA"
"1","Raiquan Gray","F","6-8","250","FR","Fort Lauderdale, FL"
"2","CJ Walker","G","6-1","195","SO","Indianapolis, IN"
"3","Trent Forrest","G","6-5","215","SO","Chipley, FL"
"5","PJ Savoy","G","6-4","200","JR","Las Vegas, NV"
"11","Braian Angola","G","6-6","195","SR","Villanueva, Colombia"
"12","Ike Obiagu","C","7-0","240","FR","Abuja, Nigeria"
"13","Anthony Polite","G","6-6","210","FR","Lugano, Switzerland"
"14","Terance Mann","G","6-6","215","JR","Lowell, MA"
"15","Justin Lindner","G","6-1","175","SO","Memphis, TN"
"20","Travis Light","G","6-5","175","FR","Vienna, VA"
"21","Christ Koumadje","C","7-4","233","JR","N'Djamena, Chad"
"23","M.J. Walker","G","6-5","205","FR","Jonesboro, GA"
"25","Mfiondu Kabengele","F","6-9","235","FR","Burlington, ON"
"31","Wyatt Wilkes","F","6-8","210","FR","Orlando, FL"
"33","Will Miles","F","6-6","220","FR","Orlando, FL"
"35","Harrison Prieto","F","6-8","214","SO","Mandeville, LA"
"40","Brandon Allen","F","6-6","209","SR","Milton, FL"
