"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Brandon Averette","G","5-11","185","SO","Richardson, TX"
"1","Kendall Smith","G","6-3","190","SR","Antioch, CA"
"2","Zack Dawson","G","6-3","185","FR","Miami, FL"
"4","Thomas Dziagwa","G","6-4","180","SO","Temple Terrace, FL"
"5","Tavarius Shine","G","6-6","200","JR","Irving, TX"
"12","Cameron McGriff","F","6-7","220","SO","Grand Prairie, TX"
"14","Lucas N'Guessan","F","7-0","220","SO","De Lier, Netherlands"
"21","Lindy Waters III","G","6-6","205","SO","Norman, OK"
"23","Michael Weathers","G","6-2","170","SO","Roeland Park, KS"
"24","Davon Dillard","G","6-5","215","JR","Gary, IN"
"30","Jeffrey Carroll","G","6-6","220","SR","Rowlett, TX"
"33","Trey Reeves","F","6-4","215","SO","Gans, OK"
"35","Yankuba Sima","F","6-11","225","JR","Girona, Spain"
"41","Mitchell Solomon","F","6-9","250","SR","Bixby, OK"
