"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jahshire Hardnett","G","6-0","185","SO","Gulfport, MS"
"1","Rylan Bergersen","G","6-6","200","FR","Boise, ID"
"2","Zac Seljaas","G","6-7","215","SO","Bountiful, UT"
"3","Elijah Bryant","G","6-5","210","JR","Gwinnett, GA"
"4","Nick Emery","G","6-2","185","JR","Alpine, UT"
"10","Ryan Andrus","F","6-11","240","SO","American Fork, UT"
"13","Kajon Brown","G","6-5","200","JR","Harvey, LA"
"15","Payton Dastrup","F","6-10","250","SO","Mesa, AZ"
"21","Kyle Davis","F","6-8","225","SR","Draper, UT"
"21","Evan Troy","G","6-5","180","SO","Longview, WA"
"23","Yoeli Childs","F","6-8","225","SO","South Jordan, UT"
"24","McKay Cannon","G","6-0","185","JR","Shelley, ID"
"30","TJ Haws","G","6-4","170","SO","Alpine, UT"
"31","Braiden Shaw","F","6-9","210","JR","Eagle, ID"
"33","Dalton Nixon","F","6-7","215","SO","Orem, UT"
"41","Luke Worthington","F","6-10","235","JR","Mequon, WI"
