"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Zack Bryant","G","6-2","185","FR","Hastings, FL"
"2","Nick Norton","G","5-10","168","JR","Bloomington, IL"
"3","Chris Cokley","F","6-8","229","SR","Savannah, GA"
"4","Anderson McCoy","G","5-11","170","JR","Indianapolis, IN"
"5","Deion Lavender","G","6-4","192","JR","Alton, IL"
"10","Luis Hurtado","G","6-6","200","FR","Barinas,"
"11","Makhtar Gueye","F","6-10","215","FR","Dakar, Senegal"
"12","Hunter Reynolds","G","6-0","175","FR","Knoxville, TN"
"13","Nate Darling","G","6-5","185","SO","Halifax, NS"
"21","Jalen Perry","G","6-3","190","JR","Louisville, KY"
"23","Lewis Sullivan","F","6-7","222","JR","Hazel Green, AL"
"33","Thomas Smallwood","F","7-0","240","JR","Bordeaux, France"
"34","William Lee","F","6-9","215","SR","Selma, AL"
