"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Parker Hazen","F","6-7","210","FR","Columbia City, IN"
"1","Micah Bradford","G","6-2","155","SO","Bourbonnais, IL"
"2","Tevonn Walker","G","6-2","210","SR","Montreal, PQ"
"3","Max Joseph","G","6-2","210","SR","Montreal, PQ"
"4","Bakari Evelyn","G","6-2","180","SO","Detroit, MI"
"5","Markus Golder","G","6-6","195","SO","Portland, OR"
"10","Joe Burton","G","6-6","210","JR","Porter, TX"
"12","Marten Linssen","F","6-8","240","FR","Duisberg, Germany"
"14","Jaume Sorolla","C","7-0","245","SO","Tortosa, Spain"
"15","Steven Helm","G","6-2","180","SO","Valparaiso, IN"
"21","Derrik Smits","C","7-2","240","SO","Zionsville, IN"
"23","Mileek McMillan","F","6-8","220","FR","Merrillville, IN"
"30","Chandler Levingston Simon","F","6-7","220","JR","Vernon Hills, IL"
"33","John Kiser","G","6-5","205","SO","Noblesville, IN"
"35","Ryan Fazekas","G","6-8","215","JR","Chesterton, IN"
