"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Quincy Tillinghast","G","6-0","175","SO","Cincinnati, OH"
"1","DeAndre Haywood","G","6-2","200","SR","Paterson, NJ"
"2","Jamelle Christian","G","6-1","190","SO","Washington, DC"
"3","Joseph Lewis","F","6-9","225","JR","Detroit, MI"
"5","Kobe Gantz","G","6-4","180","FR","Lancaster, PA"
"10","Kavon Waller","F","6-5","210","JR","Chester, VA"
"11","Johnathan Walker","F","6-3","185","JR","Atlanta, GA"
"13","Mahir Johnson","G","6-2","185","SO","Chester, PA"
"20","Mrdjan Gasevic","F","6-8","235","SR","Mladenovac, Serbia"
"21","Dana Raysor","G","6-5","200","JR","Willingboro, NJ"
"23","Jordan Bushrod","G","6-4","190","FR","Dover, DE"
"24","Artem Tavakalyan","F","6-6","210","JR","Moscow, Russia"
"44","DeVaughn Mallory","F","6-7","200","SO","Dover, DE"
"50","Demola Onifade","C","6-9","245","SO","Lagos, Nigeria"
"55","Reginald Giles","C","6-9","235","JR","Dover, DE"
