"Number","Name","Position","Height","Weight","Class","Hometown"
"0","JT Gibson","G","6-3","196","SO","Brooklyn Park, MN"
"1","Renard Suggs","G","6-2","210","SR","St. Paul, MN"
"3","Lamar Wofford-Humphrey","F","6-9","225","SR","Chicago, IL"
"4","Zach Thornhill","G","6-4","185","FR","Lenexa, KS"
"5","KJ Robinson","G","6-0","190","SO","Blue Springs, MO"
"10","Ayo Akinwole","G","6-0","165","FR","Papillion, NE"
"11","Alex Allbery","G","6-1","205","SR","Omaha, NE"
"13","Daniel Norl","G","6-3","200","SR","Clarksville, TN"
"15","Brendan Lipovsky","G","6-4","185","JR","Fairfield, NE"
"20","Hayden Miller","G","6-1","180","FR","Nebraska City, NE"
"21","Zach Jackson","G","6-5","185","JR","Wichita, KS"
"32","Daniel Meyer","F","6-9","250","SR","Billings, MT"
"33","Evan Tricker","F","6-11","180","FR","Naples, FL"
"40","Matt Pile","F","6-8","240","FR","Goddard, KS"
"44","Mitchell Hahn","F","6-8","210","JR","Fremont, NE"
"--","Wanjang Tut","F","6-8","205","JR","Omaha, NE"
