"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Troy Brown","F","6-7","215","FR","Las Vegas, NV"
"1","Kenny Wooten","F","6-9","220","FR","Manteca, CA"
"3","Payton Pritchard","G","6-2","195","SO","West Linn, OR"
"4","M.J. Cage","F","6-10","225","FR","Santa Ana, CA"
"5","Elijah Brown","G","6-4","200","JR","Orange County, CA"
"10","Victor Bailey Jr.","G","6-4","185","FR","Austin, TX"
"11","Keith Smith","F","6-7","215","SO","Seattle, WA"
"13","Paul White","F","6-9","225","JR","Chicago, IL"
"21","Evan Gross","G","5-0","165","SR","Sacramento, CA"
"22","Mikyle McIntosh","F","6-7","240","SR","Pickering, ON"
"24","Abu Kigab","F","6-6","215","FR","St. Catharines, ON"
"41","Roman Sorkin","F","6-10","230","SR","Ashdod, Israel"
"54","Will Johnson","G","6-1","180","FR","Pacific Palisades, CA"
