"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jalon Pipkins","G","6-4","180","FR","Paris, TX"
"1","Micheal Warren","G","6-5","180","SR","Washington, DC"
"2","Terrell Gomez","G","5-8","160","FR","Los Angeles, CA"
"3","Lyrik Shreiner","G","6-3","190","SO","Phoenix, AZ"
"4","Tavrion Dawson","F","6-8","202","SR","Long Beach, CA"
"5","Mahamadou Kaba-Camara","C","7-0","273","SO","Conakry, Guinea"
"10","Zeno Lake","F","6-8","215","JR","Compton, CA"
"11","Lamine Diane","F","6-7","200","FR","Dakar, Senegal"
"12","Alex Sokol","G","6-5","175","FR","San Jose, CA"
"13","Mason Johnson","G","6-2","185","FR","Oxnard, CA"
"14","Jonathan Brown","G","6-1","165","JR","Los Angeles, CA"
"21","Kobe Paras","G","6-6","200","SO","Manila, Philippines"
"22","Carl Brown","G","6-4","180","JR","Louisville, KY"
"24","Reggie Theus Jr.","F","6-6","217","SR","Los Angeles, CA"
"30","Anthony Swan","F","6-7","196","JR","Los Angeles, CA"
"34","Jared Pearre","F","6-9","190","FR","Mckinney, TX"
"42","Blair Orr","C","6-8","252","JR","Camarillo, CA"
