"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Maleke Haynes","G","5-10","160","JR","Reseda, CA"
"1","Kendall Small","G","6-0","182","SO","Lakewood, CA"
"2","T.J. Wallace","G","6-3","215","SR","Stockton, CA"
"3","Miles Reynolds","G","6-2","170","JR","Chicago, IL"
"4","Tonko Vuko","F","6-8","230","SR","Split, Croatia"
"5","Anthony Townes","F","6-6","215","SO","Modesto, CA"
"10","Keshon Montague","G","6-0","170","FR","Brampton, ON"
"11","Jack Williams","F","6-8","220","SO","Porter Ranch, CA"
"14","Max Tinsley","G","6-2","170","SO","Porter Ranch, CA"
"15","D.J. Ursery","G","6-4","195","JR","Los Angeles, CA"
"20","Dominic Rector","F","6-7","200","FR","Westlake Village, CA"
"21","Jacob Lampkin","F","6-9","235","JR","Bellevue, WA"
"22","Ray Bowles","F","6-5","215","JR","Modesto, CA"
"24","David Taylor","G","6-3","190","SR","Eckersdorf, Germany"
"25","TySean Powell","F","6-8","215","JR","Twinsburg, OH"
"30","K.J. Smith","G","6-2","160","FR","Thousand Oaks, CA"
"33","Ilias Theodorou","F","6-7","215","JR","Athens, Greece"
