"Number","Name","Position","Height","Weight","Class","Hometown"
"0","D'Shawn Schwartz","G","6-7","223","FR","Colorado Springs, CO"
"1","Tyler Bey","G","6-7","206","FR","Las Vegas, NV"
"5","Deleon Brown","G","6-4","165","SO","Grand Rapids, MI"
"10","Alexander Strating","F","6-7","215","FR","Wassenaar, Netherlands"
"11","Lazar Nikolic","G","6-7","205","FR","Belgrade, Serbia"
"12","AJ Martinka","G","6-5","195","FR","Stanwood, WA"
"13","Namon Wright","G","6-5","205","JR","Los Angeles, CA"
"14","Tory Miller-Stewart","F","6-9","246","SR","Kansas City, KS"
"15","Dominique Collier","G","6-2","176","SR","Denver, CO"
"21","Evan Battey","F","6-8","283","FR","View Park, CA"
"23","Lucas Siewert","F","6-10","224","SO","Santa Catarina, Brazil"
"24","George King","G","6-6","225","SR","Fayetteville, NC"
"25","McKinley Wright IV","G","6-0","185","FR","Robbinsdale, MN"
"33","Josh Repine","G","6-3","195","SR","Englewood, CO"
"35","Dallas Walton","F","7-0","230","FR","Arvada, CO"
