"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Miles Overton","G","6-4","215","SR","Philadelphia, PA"
"1","Kurk Lee","G","5-10","150","SO","Baltimore, MD"
"2","Tramaine Isabell","G","6-1","180","JR","Seattle, WA"
"3","Troy Harper","G","6-1","175","JR","Philadelphia, PA"
"4","Sam Green","F","6-6","220","SO","Bowie, MD"
"5","Austin Williams","F","6-8","245","SR","Richmond, VA"
"11","Jarvis Doles","F","6-9","215","FR","Baltimore, MD"
"12","Kari Jonsson","G","6-3","170","SO","Reykjavik, Iceland"
"13","Tim Perry Jr.","F","6-10","218","FR","Cherry Hill, NJ"
"14","Kris Alford","G","6-2","185","SO","Los Angeles, CA"
"15","Sammy Mojica","G","6-3","195","SR","Chelsea, MA"
"30","Alihan Demir","F","6-9","223","SO","Ankara, Turkey"
"32","Tadas Kararinas","F","6-10","210","FR","Silute, Lithuania"
"51","James Butler","F","6-8","228","SO","Fairfax Station, VA"
"55","Tyshawn Myles","F","6-8","250","SR","Bronx, NY"
