"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nick Weatherspoon","G","6-2","195","FR","Canton, MS"
"1","Lamar Peters","G","6-0","185","SO","New Orleans, LA"
"2","Eli Wright","G","6-4","190","SO","Owensboro, KY"
"3","Xavian Stapleton","G","6-6","210","JR","Flora, MS"
"5","Mitch Storm","F","6-7","202","SO","Madison, MS"
"10","Tate Clayton","G","6-2","170","FR","Tupelo, MS"
"11","Quinndary Weatherspoon","G","6-4","205","JR","Canton, MS"
"12","Drew Davis","G","5-10","165","SR","Atlanta, GA"
"13","Nick Singleton","G","6-5","195","JR","Decatur, GA"
"15","T.J. Gray","G","6-0","170","SO","Columbus, MS"
"22","KeyShawn Feazell","F","6-8","230","FR","Newhebron, MS"
"23","Tyson Carter","G","6-4","165","SO","Starkville, MS"
"24","Abdul Ado","F","6-11","250","FR","Chattanooga, TN"
"34","Schnider Herard","C","6-10","260","SO","Plano, TX"
"35","Aric Holman","F","6-10","225","JR","Owensboro, KY"
"45","E.J. Datcher","C","6-10","240","SO","Harpersville, AL"
