"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Shaq Calhoun","G","6-4","195","SR","Rome, GA"
"1","Maverick Smith","G","6-5","185","FR","Oakdale, TN"
"3","Corey Tillery","G","6-0","165","SO","Atlanta, GA"
"4","Aleksa Jugovic","G","6-3","185","SR","Leskovac, Serbia"
"5","Joan Duran","F","6-7","230","JR","Santo Domingo, Dominican Republic"
"10","Kajon Mack","G","6-3","190","SR","Los Angeles, CA"
"11","Micaiah Henry","C","6-9","235","SO","Decatur, GA"
"14","Stephaun Adams","G","6-2","175","JR","St. Thomas, ON"
"15","Curtis Phillips Jr.","F","6-5","185","SR","Memphis, TN"
"20","Hunter Vick","G","6-4","170","FR","Camden, TN"
"22","Courtney Alexander II","F","6-7","205","JR","Mableton, GA"
"25","Mason Ramsey","F","6-6","230","SR","Livingston, TN"
"33","Domen Omladic","F","6-8","240","FR","Zalec, Slovenia"
"54","Cade Crosland","G","6-0","180","SO","Sparta, TN"
