"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nile Felton","G","6-3","175","SO","Atlanta, GA"
"1","Damon Wilson","G","6-5","195","JR","Atlanta, GA"
"2","Malik Benlevi","F","6-5","205","JR","Savannah, GA"
"10","Denis Alibegovic","G","6-2","170","FR","Downers Grove, IL"
"11","Isaiah Williams","G","6-2","170","SR","Buford, GA"
"12","Kane Williams","G","6-3","185","FR","Douglasville, GA"
"14","Chris Clerkley","F","6-9","210","SO","Perry, GA"
"15","D'Marcus Simonds","G","6-3","200","SO","Gainesville, GA"
"20","Josh Linder","F","6-9","215","FR","Kathleen, GA"
"23","Jordan Session","F","6-8","225","SR","Mcdonough, GA"
"24","Devin Mitchell","G","6-4","195","JR","Suwanee, GA"
"30","Jeff Thomas","F","6-5","190","JR","Norwalk, OH"
"35","Matt Chism","G","6-3","185","FR","Dawsonville, GA"
"50","Jordan Tyson","F","6-9","230","JR","Cincinnati, OH"
