"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Noah Horchler","F","6-8","200","SO","Melbourne, FL"
"1","Emmanuel Lambright","G","6-6","195","FR","Sarasota, FL"
"2","Wajid Aminu","F","6-7","195","SO","Stone Mountain, GA"
"3","J.T. Escobar","G","6-2","180","SO","Tallahassee, FL"
"5","Wes Morgan","G","6-7","180","FR","Charlotte, NC"
"10","Osborn Blount","G","5-10","170","SR","Jacksonville, FL"
"11","Garrett Sams","G","6-6","180","SO","Martin, TN"
"12","Ryan Burkhardt","G","6-4","185","FR","Saint Augustine, FL"
"20","Brian Coffey II","G","6-1","170","FR","Snellville, GA"
"21","Ivan Gandia-Rosa","G","6-1","185","SO","Caguas, Puerto Rico"
"22","Trip Day","F","6-7","205","FR","Columbus, GA"
"50","Benedikt Haid","G","6-5","190","SO","Innsbruck, Austria"
"55","Chase Driscoll","G","5-8","200","SR","Jacksonville, FL"
