"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Duby Okeke","C","6-8","247","SR","Jonesboro, GA"
"3","Malcolm Laws","G","6-1","191","SR","Orlando, FL"
"4","Johnny Trueblood","G","6-3","192","SO","Omaha, NE"
"5","Glynn Watson Jr.","G","6-0","173","JR","Bellwood, IL"
"10","Jack McVeigh","F","6-8","215","JR","Cabarita Beach, NSW"
"11","Evan Taylor","G","6-5","206","SR","Cincinnati, OH"
"12","Thomas Allen","G","6-1","180","FR","Raleigh, NC"
"13","Anton Gill","G","6-3","195","SR","Raleigh, NC"
"14","Isaac Copeland","F","6-9","221","JR","Raleigh, NC"
"15","Isaiah Roby","F","6-8","226","SO","Dixon, IL"
"20","Tanner Borchardt","F","6-8","265","JR","Gothenburg, NE"
"24","James Palmer Jr.","G","6-6","210","JR","Upper Marlboro, MD"
"25","Nana Akenten","G","6-6","215","FR","Bolingbrook, IL"
"32","Jordy Tshimanga","C","6-11","268","SO","Montreal, PQ"
"33","Justin Costello","G","6-1","180","FR","Omaha, NE"
"34","Thorir Thorbjarnarson","G","6-5","194","FR","Reykjavik, Iceland"
