"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jamall Gregory","G","6-3","202","JR","Washington, DC"
"1","Maurice Dunlap","G","6-2","175","JR","Greenwood, MS"
"2","Mohamed Abuarisha","G","6-7","200","SO","Hadera, Israel"
"3","Tyrik Edwards","G","5-10","165","SO","Hopkinsville, KY"
"4","Deon Wright","G","6-0","165","JR","Oxford, AL"
"5","Des Curry","G","6-0","175","SR","Jacksonville, AL"
"11","Jacara Cross","F","6-8","250","SO","Lithonia, GA"
"12","Norbertas Giga","F","7-0","245","SR","Kaunas, Lithuania"
"13","Detrick Mostella","G","6-1","175","SR","Decatur, AL"
"14","Jason Burnell","F","6-7","220","JR","Deland, FL"
"21","Malcolm Drumwright","G","6-2","185","SR","Rancho Cucamonga, CA"
"23","Marlon Hunter","G","6-3","195","JR","Memphis, TN"
"30","Cam Martin","F","6-9","230","FR","Yukon, OK"
"31","Christian Cunningham","F","6-7","215","JR","Albuquerque, NM"
"34","Ashton Spears","G","6-2","175","SO","Independence, LA"
"44","Ty Hudson","G","6-1","200","JR","Mableton, GA"
