"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Anthony Wilson","F","6-5","221","SO","Miami, FL"
"2","Jordan Jones","F","6-8","205","SR","Alpharetta, GA"
"3","James Scott","G","6-5","185","SO","Union, NJ"
"4","Tyler Hooker","G","6-0","150","SO","Simpsonville, SC"
"5","Isaac Mbuyamba","F","6-6","232","SO","Portland, OR"
"11","Kyle Clarke","G","6-5","200","JR","Daytona Beach, FL"
"13","Tristan Jarrett","G","6-4","196","FR","Brownsville, TN"
"21","Nick Masterson","G","6-6","214","SR","Woodstock, GA"
"24","Bryson Lockley","F","6-8","203","SO","Houston, TX"
"33","Kosta Jankovic","F","6-7","203","JR","Belgrade, Serbia"
