"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Donte Thomas","F","6-7","225","SR","Calumet City, IL"
"2","Luqman Lundy","G","6-3","200","JR","Edgewater, NJ"
"3","Antoine Pittman","G","6-3","210","JR","Rockford, IL"
"5","Darrell Brown","G","5-10","190","SO","Memphis, TN"
"10","Elijah Childs","F","6-7","220","FR","Kansas City, MO"
"12","Koch Bar","C","6-11","230","SO","Abyei, South Sudan"
"13","Luuk van Bree","F","6-9","225","JR","Heerlen, Netherlands"
"14","Peter Hanley","F","6-7","225","JR","Peoria, IL"
"21","Ryan Stipanovich","G","6-7","210","FR","St. Louis, MO"
"23","Dwayne Lautier-Ogunleye","G","6-4","210","JR","London, England"
"24","JoJo McGlaston","G","6-5","205","SR","Dublin, CA"
"25","Nate Kennell","G","6-6","205","SO","Metamora, IL"
"30","Callum Barker","C","6-9","235","JR","Hobart, Tanzania"
"35","Jayden Hodgson","G","6-3","200","SO","Gosford, NSW"
