"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tyrik Dixon","G","6-1","184","SO","Bentonville, AR"
"1","Brandon Walters","F","6-10","250","SR","Chattanooga, TN"
"2","Antwain Johnson","G","6-2","197","JR","Greenwood, FL"
"3","Donovan Sims","G","6-0","165","FR","Murfreesboro, TN"
"4","James Hawthorne","F","6-7","205","JR","Prentiss, MS"
"5","Nick King","F","6-7","225","SR","Memphis, TN"
"10","Will Slatten","G","6-4","166","FR","Sparta, TN"
"11","Edward Simpson","G","6-2","195","SR","Ocean Springs, MS"
"12","Therren Shelton-Szmidt","G","6-5","190","FR","Mississauga, AB"
"14","Chase Miller","G","6-0","185","SO","Dallas, TX"
"15","TJ Massenburg","F","6-8","220","FR","Snellville, GA"
"20","Giddy Potts","G","6-2","217","SR","Athens, AL"
"21","David Simmons","G","6-3","195","JR","Henderson, KY"
"25","Karl Gamble","F","6-9","224","JR","Columbia, SC"
"35","Davion Thomas","F","6-9","215","FR","Columbus, GA"
"--","Antonio Green","G","6-2","180","JR","Tupelo, MS"
