"Number","Name","Position","Height","Weight","Class","Hometown"
"4","Vic Law","F","6-7","200","JR","South Holland, IL"
"5","Dererk Pardon","C","6-8","235","JR","Cleveland, OH"
"10","Charlie Hall","F","6-5","210","JR","Los Angeles, CA"
"11","Anthony Gaines","G","6-4","205","FR","Kingston, NY"
"12","Isiah Brown","G","6-2","190","SO","Seattle, WA"
"14","Rapolas Ivanauskas","F","6-9","230","FR","Barrington, IL"
"20","Scottie Lindsey","G","6-5","210","SR","Hillside, IL"
"21","A.J. Turner","F","6-7","188","JR","Mount Clemens, MI"
"23","Jordan Ash","G","6-3","200","JR","Bolingbrook, IL"
"25","Barret Benson","C","6-10","240","SO","Willowbrook, IL"
"30","Bryant McIntosh","G","6-3","200","SR","Greensburg, IN"
"33","Tino Malnati","G","6-3","190","FR","Northfield, IL"
"35","Aaron Falzon","F","6-8","225","SO","Newton, MA"
"44","Gavin Skelly","F","6-8","235","SR","Westlake, OH"
