"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ade Murkey","G","6-5","200","SO","Minneapolis, MN"
"1","Elijah Blake","G","6-2","175","FR","Denver, CO"
"2","Joe Rosga","G","6-3","175","JR","St. Paul, MN"
"3","Elvin Rodriguez","G","6-1","180","FR","Harlem, NY"
"5","Jake Pemberton","G","6-4","190","SR","Highlands Ranch, CO"
"10","Jake Holtzmann","G","6-6","195","JR","Parker, CO"
"11","Jake Krafka","F","6-7","215","SO","Austin, TX"
"12","Luke Neff","G","6-0","155","SO","Arvada, CO"
"14","Drew Joiner","G","6-3","175","JR","Centennial, CO"
"15","Thomas Neff","G","6-5","200","JR","Arvada, CO"
"24","Christian Mackey","C","6-6","275","SR","Kirtland, NM"
"25","Emil Knighton","F","6-7","220","JR","Parker, CO"
"30","Donoven Carlisle","F","6-8","210","FR","Indianapolis, IN"
"32","Abiola Akintola","F","6-6","220","JR","Melbourne, VIC"
"44","Daniel Amigo","C","6-10","245","SR","El Paso, TX"
