"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Zach Butler","G","6-3","193","FR","Spartanburg, SC"
"1","Jason Carter","F","6-8","235","SO","Johnstown, OH"
"3","James Gollon","G","6-5","197","SO","Stevens Point, WI"
"4","Teyvion Kirk","G","6-3","184","FR","Joliet, IL"
"5","Ben Vander Plas","F","6-7","229","FR","Ripon, WI"
"10","Antonio Bisutti","G","6-2","192","SR","Dublin, OH"
"15","Jaylin McDonald","F","6-6","205","JR","Streetsboro, OH"
"21","Sam Frayer","F","6-8","240","SR","Cincinnati, OH"
"22","Gavin Block","G","6-7","211","JR","Lincoln, IL"
"23","Kevin Mickle","F","6-7","217","SR","Brooklyn, NY"
"24","Mike Laster","G","6-5","200","SR","Detroit, MI"
"25","Ellis Dozier","F","6-8","222","SO","Sandy Spring, MD"
"35","Jordan Dartis","G","6-3","188","JR","Newark, OH"
"44","A.J. Gareri","F","6-9","214","FR","Akron, OH"
"45","Doug Taylor","F","6-9","264","JR","Columbus, OH"
