"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Eric Johnson","G","6-2","195","SR","Durham, NC"
"1","Nick Havener","F","6-8","225","SR","Sarasota, FL"
"2","Tyler Scanlon","F","6-7","215","SO","Chantilly, VA"
"3","Eric Fanning","G","6-5","215","SR","Trenton, NJ"
"5","Blaise Mbargorba","C","7-0","225","SR","Garoua, Cameroon"
"5","Walter Whyte","G","6-6","210","FR","New Haven, CT"
"13","Will Goff","G","6-3","190","SR","Scottsdale, AZ"
"14","Andrew Petcash","G","6-4","200","FR","Pittsburgh, PA"
"15","Cheddi Mosely","G","6-3","195","SR","Jersey City, NJ"
"20","Cameron Curry","G","5-10","175","SR","West Covina, CA"
"21","Cedric Hankerson","G","6-5","225","SR","Miami, FL"
"23","Destin Barnes","G","6-6","210","SO","Chicago, IL"
"24","Kamali Chambers","G","5-11","180","JR","Golden Valley, MN"
"30","Javante McCoy","G","6-5","180","FR","Milwaukee, WI"
"32","Justin Alston","F","6-8","230","SR","Washington, DC"
"41","Dylan Haines","F","7-0","240","SR","Liverpool, NY"
"41","Sukhmail Mathon","C","6-10","225","FR","Shavertown, PA"
"51","Max Mahoney","F","6-8","235","SO","Basking Ridge, NJ"
