"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Justin Moore","G","6-4","162","SO","San Diego, CA"
"1","Tadric Jackson","G","6-2","203","SR","Tifton, GA"
"2","Shembari Phillips","G","6-3","202","JR","Atlanta, GA"
"3","Evan Cole","F","6-9","211","FR","Cumming, GA"
"4","Brandon Alston","G","6-5","200","JR","Vienna, VA"
"5","Josh Okogie","G","6-4","213","SO","Snellville, GA"
"10","Jose Alvarado","G","6-0","174","FR","Brooklyn, NY"
"11","Evan Jester","F","6-6","180","FR","Riverdale, GA"
"12","Moses Wright","F","6-9","210","FR","Raleigh, NC"
"13","Curtis Haywood II","G","6-5","198","FR","Oklahoma City, OK"
"23","Jon Brown","G","6-5","172","FR","Miami, FL"
"24","Sylvester Ogbonda","F","6-10","239","SO","Port Harcourt, Nigeria"
"32","Avi Schafer","C","6-8","231","FR","Osaka, Japan"
"34","Abdoulaye Gueye","F","6-9","214","JR","Dakar, Senegal"
"44","Ben Lammers","C","6-10","234","SR","SAN ANTONIO, TX"
"55","Malachi Rice","G","6-0","180","FR","Indianapolis, IN"
