"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nigel Jackson","F","6-7","215","FR","Baltimore, MD"
"1","Shack Scott","F","6-6","215","SR","Paterson, NJ"
"2","Tyler Plummer","G","6-3","200","FR","Vaughan, ON"
"3","Blake Francis","G","6-1","165","SO","Herndon, VA"
"4","AJ Sumbry","F","6-8","230","JR","East Windsor, NJ"
"5","Lonnie Rivera","F","6-6","195","JR","Spring Valley, NY"
"10","JoJo Cooper","G","6-1","190","SR","Wilmington, DE"
"11","Romone Saunders","G","6-3","200","JR","Temple Hills, MD"
"12","Chase Freeman","G","5-11","165","FR","Gallatin, TN"
"13","Tim Graham","G","6-6","190","JR","Portland, OR"
"15","Jamar Brown","F","6-8","250","FR","Harlem, NY"
"21","Elijah Davis","G","6-4","215","JR","Bronx, NY"
"22","Nick Madray","F","6-9","230","SR","Mississauga, AB"
"24","Devin Liggeons","G","6-3","190","JR","Philadelphia, PA"
