"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Donta Hall","F","6-9","232","JR","Luverne, AL"
"1","Riley Norris","G","6-7","210","SR","Albertville, AL"
"2","Collin Sexton","G","6-3","190","FR","Mableton, GA"
"3","Alex Reese","F","6-9","250","FR","Pelham, AL"
"4","Daniel Giddens","F","6-11","247","SO","Mableton, GA"
"5","Avery Johnson Jr.","G","5-11","187","JR","Houston, TX"
"10","Herb Jones","G","6-7","200","FR","Greensboro, AL"
"11","Tevin Mack","G","6-7","223","JR","Columbia, SC"
"12","Dazon Ingram","G","6-5","207","SO","Theodore, AL"
"22","Ar'Mond Davis","G","6-6","202","SR","Tacoma, WA"
"23","John Petty","G","6-5","195","FR","Huntsville, AL"
"24","Lawson Schaffer","G","5-11","168","JR","Cullman, AL"
"25","Braxton Key","F","6-8","225","SO","Charlotte, NC"
"30","Galin Smith","F","6-9","235","FR","Clinton, MS"
"33","Landon Fuller","F","6-8","222","SO","Brentwood, TN"
