"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jailan Haslem","C","6-10","260","JR","Warner Robins, GA"
"1","Najee Garvin","F","6-7","213","SO","Lexington, SC"
"2","Andrien White","G","6-3","185","JR","Richmond, VA"
"3","Jon Davis","G","6-3","195","JR","Upper Marlboro, MD"
"5","Austin Ajukwa","G","6-7","205","SR","Columbia, SC"
"10","Corey Bias","G","6-1","190","SR","Milwaukee, WI"
"11","Bo Blight","F","6-7","192","FR","Charlotte, NC"
"12","Jaylan McGill","G","6-2","200","FR","Charlotte, NC"
"15","Milos Supica","F","6-9","235","FR","Belgrade, Serbia"
"21","Hudson Price","G","6-7","215","SR","Orlando, FL"
"24","Ryan Murphy","G","6-2","192","FR","Calabasas, CA"
"30","Bryant Thomas","F","6-9","205","FR","Charlotte, NC"
"35","Luka Vasic","G","6-8","200","FR","Leskovac, Serbia"
