"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Myles Thornton","F","6-6","200","JR","Selma, TX"
"1","Jalin Hart","G","5-11","160","SR","Houston, TX"
"3","Simi Socks","F","6-6","210","JR","Plumtree, Zimbabwe"
"4","Christian Peevy","F","6-6","185","FR","Chicago, IL"
"5","Devin Wyatt","C","6-8","205","SR","Desoto, TX"
"10","Cody Graham","G","5-10","165","FR","Fresno, TX"
"12","Miles Banks","C","6-9","240","JR","Queens, NY"
"12","Augustine Ene","G","6-4","195","FR","Carrollton, TX"
"13","Charles Brown","F","6-7","215","JR","New Orleans, LA"
"14","Keaton Hervey","G","6-7","190","FR","Cedar Park, TX"
"15","Sam Burmeister","G","6-4","200","SR","SAN ANTONIO, TX"
"20","Marek Hulva","C","6-8","230","SO","Opava, Czech Republic"
"23","Jorden Kite","G","6-3","185","SO","SAN ANTONIO, TX"
"32","Konstantin Kulikov","C","7-0","235","JR","Oryol, Russia"
"41","Shawn Johnson","G","6-5","200","SR","New Orleans, LA"
