"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Dominic Ezeani","G","5-11","165","SO","Silver Spring, MD"
"1","Isaiah Walton","G","6-5","190","JR","Oberlin, OH"
"2","B.K. Ashe","G","6-1","160","SR","Washington, DC"
"3","Kamil Chapman","G","6-1","185","FR","Charlotte, NC"
"4","Juan Munoz","G","5-11","165","FR","Morrisville, NC"
"5","Bryan Gee","G","6-0","180","JR","Cleveland, OH"
"10","Keoni Wallington","G","5-11","180","JR","Palm Bay, FL"
"11","Jahleem Montague","F","6-8","230","SO","Atlantic City, NJ"
"12","Charles Glover","G","6-1","195","SR","Bowie, MD"
"13","Spencer Franklin","F","6-8","210","JR","Fort Worth, TX"
"15","Pernell Adgei","F","6-8","220","JR","Dumfries, VA"
"20","Jordan Cintron","F","6-8","205","FR","Bronx, NY"
"21","JaShaun Smith","F","6-5","195","SO","Raleigh, NC"
"23","Boaz Williams","F","6-7","220","JR","Houston, TX"
"24","Damarion Geter","F","6-8","230","SR","Dayton, OH"
"30","Chris Shields","F","6-8","205","JR","Hedgesville, WV"
"41","Drew Romich","F","6-10","250","JR","Marietta, GA"
